Job Title,Salary Minimum,Salary Maximum,Salary Average,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Average Hourly Rate,Converted Salary,City,State,Company Age (years),Title Grouping,Seniority Level
Data Analyst,75 ,115,95000 ,,Delta Hire,Remote,Unknown,,Company - Private,,,Unknown / Non-Applicable,0,95000 ,Remote,Remote,,analyst,na
Data Analyst - Merchandising (Remote),40 ,89,59811 ,3.8,CustomInk,"New York, NY",1001 to 5000 Employees,2000.0,Company - Private,Other Retail Stores,Retail & Wholesale,$100 to $500 million (USD),0,59811 ,New York,NY,22.0,analyst,na
Data Analyst II,62 ,101,79626 ,3.2,1199SEIU Benefit and Pension Funds,"New York, NY",1001 to 5000 Employees,,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$100 to $500 million (USD),0,79626 ,New York,NY,,analyst,na
Data and Systems Analyst,62 ,111,82954 ,3.6,XLA Associates,"Lorton, VA",201 to 500 Employees,1989.0,Private Practice / Firm,Business Consulting,Management & Consulting,$25 to $50 million (USD),0,82954 ,Lorton,VA,33.0,analyst,na
IT Data Analyst,62 ,100,81000 ,3.0,"DTRIC Insurance Company, Limited","Honolulu, HI",51 to 200 Employees,1992.0,Company - Public,Insurance Carriers,Insurance,$10 to $25 million (USD),0,81000 ,Honolulu,HI,30.0,analyst,na
Data Analyst,90 ,110,100000 ,4.6,Store Space Self Storage,"Greenwood Village, CO",201 to 500 Employees,2017.0,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,0,100000 ,Greenwood Village,CO,5.0,analyst,na
Cybersecurity Analyst II (Remote),100 ,180,140000 ,3.8,The Home Depot,"Atlanta, GA",10000+ Employees,1978.0,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),0,140000 ,Atlanta,GA,44.0,analyst,na
Jr. Data Analyst,34.00 ,36.00,35.00 ,4.9,Spartan Capital Group LLC,Remote,1 to 50 Employees,2018.0,Company - Private,Business Consulting,Management & Consulting,$1 to $5 million (USD),1,72800,Remote,Remote,4.0,analyst,junior
Data Analyst,45 ,83,61122 ,3.5,Aldi,"Batavia, IL",10000+ Employees,1976.0,Company - Private,Grocery Stores,Retail & Wholesale,Unknown / Non-Applicable,0,61122 ,Batavia,IL,46.0,analyst,na
Administrative Assistant / Data Analyst Supporting the USPIS,26.92 ,26.92,26.92 ,3.3,FSA Federal,"New York, NY",1001 to 5000 Employees,2004.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),1,54080,New York,NY,18.0,analyst,na
Data Analyst (focus on PowerBI and DAX),80 ,100,90000 ,5.0,RSM Solutions Inc,Remote,1 to 50 Employees,,Contract,Business Consulting,Management & Consulting,Less than $1 million (USD),0,90000 ,Remote,Remote,,analyst,na
Business Data Analyst II,75 ,75,75000 ,3.5,CEVA Logistics,"Mount Juliet, TN",10000+ Employees,1946.0,Company - Private,Shipping & Trucking,Transportation & Logistics,$10+ billion (USD),0,75000 ,Mount Juliet,TN,76.0,analyst,na
Data Analyst (remote),60 ,80,70000 ,2.9,CarePoint Health,"Denver, CO",201 to 500 Employees,,Company - Private,Health Care Services & Hospitals,Healthcare,$5 to $10 million (USD),0,70000 ,Denver,CO,,analyst,na
Data Analyst I,43 ,76,56918 ,3.5,Centene Corporation,"Clayton, MO",10000+ Employees,1984.0,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),0,56918 ,Clayton,MO,38.0,analyst,na
Data Analyst (Health),62 ,130,89532 ,3.6,General Dynamics,"Washington, DC",10000+ Employees,1952.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),0,89532 ,Washington,DC,70.0,analyst,na
"Strategy and Data Analyst, Sustainability",79 ,164,113854 ,4.0,Uber,"San Francisco, CA",10000+ Employees,2009.0,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,113854 ,San Francisco,CA,13.0,analyst,na
Data Analyst I,44 ,87,61903 ,3.8,Astreya,"Denver, CO",1001 to 5000 Employees,2001.0,Company - Private,Information Technology Support Services,Information Technology,$50 to $100 million (USD),0,61903 ,Denver,CO,21.0,analyst,na
Data Analyst,52 ,95,70327 ,3.6,Vanguard,"Malvern, PA",10000+ Employees,1975.0,Company - Private,Investment & Asset Management,Financial Services,Unknown / Non-Applicable,0,70327 ,Malvern,PA,47.0,analyst,na
Data Analyst,55 ,112,78511 ,3.8,"Disney Parks,Parks, Experiences and Products","New York, NY",10000+ Employees,1901.0,Subsidiary or Business Segment,Culture & Entertainment,"Arts, Entertainment & Recreation",$2 to $5 billion (USD),0,78511 ,New York,NY,121.0,analyst,na
Business Analyst II - Remote,53 ,109,75810 ,3.5,Centene Corporation,"Chesterfield, MO",10000+ Employees,1984.0,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),0,75810 ,Chesterfield,MO,38.0,analyst,na
Junior Data Analyst,51 ,85,67909 ,,Professional Services,"Hackensack, NJ",,,,,,,0,67909 ,Hackensack,NJ,,analyst,junior
Mid-Level Staffing Analyst (Virtual),61 ,113,87300 ,3.8,BOEING,"North Charleston, SC",10000+ Employees,1916.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),0,87300 ,North Charleston,SC,106.0,analyst,na
Data Analyst Supporting the FBI,25.29 ,25.29,25.29 ,3.3,FSA Federal,"Manassas, VA",1001 to 5000 Employees,2004.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),1,52000,Manassas,VA,18.0,analyst,na
Remote Data Manipulation Analyst,100 ,120,110000 ,4.1,Michael Page,"Bensalem, PA",201 to 500 Employees,,Company - Private,Security & Protective,Management & Consulting,Unknown / Non-Applicable,0,110000 ,Bensalem,PA,,analyst,na
Data Analyst,75 ,115,95000 ,,Delta Hire,Remote,Unknown,,Company - Private,,,Unknown / Non-Applicable,0,95000 ,Remote,Remote,,analyst,na
Data Analyst ($20 - $25/hour),20.00 ,25.00,22.50 ,3.3,Equity Staffing Group,Remote,501 to 1000 Employees,2009.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),1,45760,Remote,Remote,13.0,analyst,na
Data Analyst - Merchandising (Remote),40 ,89,59811 ,3.8,CustomInk,"New York, NY",1001 to 5000 Employees,2000.0,Company - Private,Other Retail Stores,Retail & Wholesale,$100 to $500 million (USD),0,59811 ,New York,NY,22.0,analyst,na
Data and Systems Analyst,62 ,111,82954 ,3.6,XLA Associates,"Lorton, VA",201 to 500 Employees,1989.0,Private Practice / Firm,Business Consulting,Management & Consulting,$25 to $50 million (USD),0,82954 ,Lorton,VA,33.0,analyst,na
IT Data Analyst,62 ,100,81000 ,3.0,"DTRIC Insurance Company, Limited","Honolulu, HI",51 to 200 Employees,1992.0,Company - Public,Insurance Carriers,Insurance,$10 to $25 million (USD),0,81000 ,Honolulu,HI,30.0,analyst,na
Data Analyst,90 ,110,100000 ,4.6,Store Space Self Storage,"Greenwood Village, CO",201 to 500 Employees,2017.0,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,0,100000 ,Greenwood Village,CO,5.0,analyst,na
Cybersecurity Analyst II (Remote),100 ,180,140000 ,3.8,The Home Depot,"Atlanta, GA",10000+ Employees,1978.0,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),0,140000 ,Atlanta,GA,44.0,analyst,na
Administrative Assistant / Data Analyst Supporting the USPIS,26.92 ,26.92,26.92 ,3.3,FSA Federal,"New York, NY",1001 to 5000 Employees,2004.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),1,54080,New York,NY,18.0,analyst,na
Data Analyst (focus on PowerBI and DAX),80 ,100,90000 ,5.0,RSM Solutions Inc,Remote,1 to 50 Employees,,Contract,Business Consulting,Management & Consulting,Less than $1 million (USD),0,90000 ,Remote,Remote,,analyst,na
Data Analyst I,43 ,76,56918 ,3.5,Centene Corporation,"Clayton, MO",10000+ Employees,1984.0,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),0,56918 ,Clayton,MO,38.0,analyst,na
Data Analyst,45 ,83,61122 ,3.5,Aldi,"Batavia, IL",10000+ Employees,1976.0,Company - Private,Grocery Stores,Retail & Wholesale,Unknown / Non-Applicable,0,61122 ,Batavia,IL,46.0,analyst,na
Data Analyst (remote),60 ,80,70000 ,2.9,CarePoint Health,"Denver, CO",201 to 500 Employees,,Company - Private,Health Care Services & Hospitals,Healthcare,$5 to $10 million (USD),0,70000 ,Denver,CO,,analyst,na
Data Analyst,52 ,95,70327 ,3.6,Vanguard,"Malvern, PA",10000+ Employees,1975.0,Company - Private,Investment & Asset Management,Financial Services,Unknown / Non-Applicable,0,70327 ,Malvern,PA,47.0,analyst,na
Data Analyst I,44 ,87,61903 ,3.8,Astreya,"Denver, CO",1001 to 5000 Employees,2001.0,Company - Private,Information Technology Support Services,Information Technology,$50 to $100 million (USD),0,61903 ,Denver,CO,21.0,analyst,na
Junior Data Analyst,51 ,85,67909 ,,Professional Services,"Hackensack, NJ",,,,,,,0,67909 ,Hackensack,NJ,,analyst,junior
Data Analyst Supporting the FBI,25.29 ,25.29,25.29 ,3.3,FSA Federal,"Manassas, VA",1001 to 5000 Employees,2004.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),1,52000,Manassas,VA,18.0,analyst,na
Data Analyst,55 ,112,78511 ,3.8,"Disney Parks,Parks, Experiences and Products","New York, NY",10000+ Employees,1901.0,Subsidiary or Business Segment,Culture & Entertainment,"Arts, Entertainment & Recreation",$2 to $5 billion (USD),0,78511 ,New York,NY,121.0,analyst,na
Remote Data Manipulation Analyst,100 ,120,110000 ,4.1,Michael Page,"Bensalem, PA",201 to 500 Employees,,Company - Private,Security & Protective,Management & Consulting,Unknown / Non-Applicable,0,110000 ,Bensalem,PA,,analyst,na
Jr. Data Analyst,50 ,100,75000 ,4.4,Internal Data Resources,"Dallas, TX",201 to 500 Employees,1998.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),0,75000 ,Dallas,TX,24.0,analyst,junior
Data Analyst,59.00 ,59.00,59.00 ,4.0,Creative Circle,"Mountain View, CA",201 to 500 Employees,2002.0,Company - Public,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,1,122720,Mountain View,CA,20.0,analyst,na
Data Analyst ($20 - $25/hour),20.00 ,25.00,22.50 ,3.3,Equity Staffing Group,Remote,501 to 1000 Employees,2009.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),1,45760,Remote,Remote,13.0,analyst,na
Data Analyst,75 ,115,95000 ,,Delta Hire,Remote,Unknown,,Company - Private,,,Unknown / Non-Applicable,0,95000 ,Remote,Remote,,analyst,na
Data Analyst -,70 ,70,70000 ,3.9,AppleOne,"Delray Beach, FL",1001 to 5000 Employees,1964.0,Company - Private,HR Consulting,Human Resources & Staffing,$1 to $2 billion (USD),0,70000 ,Delray Beach,FL,58.0,analyst,na
Data Analyst needed! Start ASAP!,55 ,65,60000 ,4.1,Noor Staffing Group,"New York, NY",51 to 200 Employees,2015.0,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,0,60000 ,New York,NY,7.0,analyst,na
Junior Business Analyst,55 ,55,55000 ,3.8,Vaco,"East Lansing, MI",501 to 1000 Employees,2002.0,Company - Private,Business Consulting,Management & Consulting,$500 million to $1 billion (USD),0,55000 ,East Lansing,MI,20.0,analyst,junior
Statistical Data Analyst,50 ,61,55525 ,4.1,University of South Florida,"Tampa, FL",10000+ Employees,1956.0,College / University,Colleges & Universities,Education,$1 to $2 billion (USD),0,55525 ,Tampa,FL,66.0,analyst,na
Data Analyst - Tarrant County,30 ,69,45611 ,5.0,Tarrant County Homeless Coalition,"Fort Worth, TX",1 to 50 Employees,,Nonprofit Organization,,,Unknown / Non-Applicable,0,45611 ,Fort Worth,TX,,analyst,na
Management Program Analyst,84 ,109,96321 ,4.1,Centers for Disease Control and Prevention,"Atlanta, GA",10000+ Employees,1946.0,Government,National Agencies,Government & Public Administration,$2 to $5 billion (USD),0,96321 ,Atlanta,GA,76.0,analyst,na
Data Analyst,46 ,98,66807 ,4.7,ARK Solutions,"Richmond, VA",201 to 500 Employees,2003.0,Company - Private,Information Technology Support Services,Information Technology,$25 to $50 million (USD),0,66807 ,Richmond,VA,19.0,analyst,na
Data Analyst - Merchandising (Remote),40 ,89,59811 ,3.8,CustomInk,"New York, NY",1001 to 5000 Employees,2000.0,Company - Private,Other Retail Stores,Retail & Wholesale,$100 to $500 million (USD),0,59811 ,New York,NY,22.0,analyst,na
Data and Systems Analyst,62 ,111,82954 ,3.6,XLA Associates,"Lorton, VA",201 to 500 Employees,1989.0,Private Practice / Firm,Business Consulting,Management & Consulting,$25 to $50 million (USD),0,82954 ,Lorton,VA,33.0,analyst,na
IT Data Analyst,62 ,100,81000 ,3.0,"DTRIC Insurance Company, Limited","Honolulu, HI",51 to 200 Employees,1992.0,Company - Public,Insurance Carriers,Insurance,$10 to $25 million (USD),0,81000 ,Honolulu,HI,30.0,analyst,na
Data Analyst,90 ,110,100000 ,4.6,Store Space Self Storage,"Greenwood Village, CO",201 to 500 Employees,2017.0,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,0,100000 ,Greenwood Village,CO,5.0,analyst,na
Cybersecurity Analyst II (Remote),100 ,180,140000 ,3.8,The Home Depot,"Atlanta, GA",10000+ Employees,1978.0,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),0,140000 ,Atlanta,GA,44.0,analyst,na
Administrative Assistant / Data Analyst Supporting the USPIS,26.92 ,26.92,26.92 ,3.3,FSA Federal,"New York, NY",1001 to 5000 Employees,2004.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),1,54080,New York,NY,18.0,analyst,na
Data Analyst (focus on PowerBI and DAX),80 ,100,90000 ,5.0,RSM Solutions Inc,Remote,1 to 50 Employees,,Contract,Business Consulting,Management & Consulting,Less than $1 million (USD),0,90000 ,Remote,Remote,,analyst,na
Data Analyst I,43 ,76,56918 ,3.5,Centene Corporation,"Clayton, MO",10000+ Employees,1984.0,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),0,56918 ,Clayton,MO,38.0,analyst,na
Data Analyst,45 ,83,61122 ,3.5,Aldi,"Batavia, IL",10000+ Employees,1976.0,Company - Private,Grocery Stores,Retail & Wholesale,Unknown / Non-Applicable,0,61122 ,Batavia,IL,46.0,analyst,na
Data Analyst (remote),60 ,80,70000 ,2.9,CarePoint Health,"Denver, CO",201 to 500 Employees,,Company - Private,Health Care Services & Hospitals,Healthcare,$5 to $10 million (USD),0,70000 ,Denver,CO,,analyst,na
Data Analyst,52 ,95,70327 ,3.6,Vanguard,"Malvern, PA",10000+ Employees,1975.0,Company - Private,Investment & Asset Management,Financial Services,Unknown / Non-Applicable,0,70327 ,Malvern,PA,47.0,analyst,na
Data Analyst I,44 ,87,61903 ,3.8,Astreya,"Denver, CO",1001 to 5000 Employees,2001.0,Company - Private,Information Technology Support Services,Information Technology,$50 to $100 million (USD),0,61903 ,Denver,CO,21.0,analyst,na
Junior Data Analyst,51 ,85,67909 ,,Professional Services,"Hackensack, NJ",,,,,,,0,67909 ,Hackensack,NJ,,analyst,junior
Data Analyst Supporting the FBI,25.29 ,25.29,25.29 ,3.3,FSA Federal,"Manassas, VA",1001 to 5000 Employees,2004.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),1,52000,Manassas,VA,18.0,analyst,na
Data Analyst,55 ,112,78511 ,3.8,"Disney Parks,Parks, Experiences and Products","New York, NY",10000+ Employees,1901.0,Subsidiary or Business Segment,Culture & Entertainment,"Arts, Entertainment & Recreation",$2 to $5 billion (USD),0,78511 ,New York,NY,121.0,analyst,na
Remote Data Manipulation Analyst,100 ,120,110000 ,4.1,Michael Page,"Bensalem, PA",201 to 500 Employees,,Company - Private,Security & Protective,Management & Consulting,Unknown / Non-Applicable,0,110000 ,Bensalem,PA,,analyst,na
Jr. Data Analyst,50 ,100,75000 ,4.4,Internal Data Resources,"Dallas, TX",201 to 500 Employees,1998.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),0,75000 ,Dallas,TX,24.0,analyst,junior
Data Analyst,59.00 ,59.00,59.00 ,4.0,Creative Circle,"Mountain View, CA",201 to 500 Employees,2002.0,Company - Public,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,1,122720,Mountain View,CA,20.0,analyst,na
Data Analyst ($20 - $25/hour),20.00 ,25.00,22.50 ,3.3,Equity Staffing Group,Remote,501 to 1000 Employees,2009.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),1,45760,Remote,Remote,13.0,analyst,na
Data Analyst,75 ,115,95000 ,,Delta Hire,Remote,Unknown,,Company - Private,,,Unknown / Non-Applicable,0,95000 ,Remote,Remote,,analyst,na
Data Analyst -,70 ,70,70000 ,3.9,AppleOne,"Delray Beach, FL",1001 to 5000 Employees,1964.0,Company - Private,HR Consulting,Human Resources & Staffing,$1 to $2 billion (USD),0,70000 ,Delray Beach,FL,58.0,analyst,na
Data Analyst needed! Start ASAP!,55 ,65,60000 ,4.1,Noor Staffing Group,"New York, NY",51 to 200 Employees,2015.0,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,0,60000 ,New York,NY,7.0,analyst,na
Junior Business Analyst,55 ,55,55000 ,3.8,Vaco,"East Lansing, MI",501 to 1000 Employees,2002.0,Company - Private,Business Consulting,Management & Consulting,$500 million to $1 billion (USD),0,55000 ,East Lansing,MI,20.0,analyst,junior
Statistical Data Analyst,50 ,61,55525 ,4.1,University of South Florida,"Tampa, FL",10000+ Employees,1956.0,College / University,Colleges & Universities,Education,$1 to $2 billion (USD),0,55525 ,Tampa,FL,66.0,analyst,na
Data Analyst - Tarrant County,30 ,69,45611 ,5.0,Tarrant County Homeless Coalition,"Fort Worth, TX",1 to 50 Employees,,Nonprofit Organization,,,Unknown / Non-Applicable,0,45611 ,Fort Worth,TX,,analyst,na
Management Program Analyst,84 ,109,96321 ,4.1,Centers for Disease Control and Prevention,"Atlanta, GA",10000+ Employees,1946.0,Government,National Agencies,Government & Public Administration,$2 to $5 billion (USD),0,96321 ,Atlanta,GA,76.0,analyst,na
Data Analyst,46 ,98,66807 ,4.7,ARK Solutions,"Richmond, VA",201 to 500 Employees,2003.0,Company - Private,Information Technology Support Services,Information Technology,$25 to $50 million (USD),0,66807 ,Richmond,VA,19.0,analyst,na
Data Analyst - Merchandising (Remote),40 ,89,59811 ,3.8,CustomInk,"New York, NY",1001 to 5000 Employees,2000.0,Company - Private,Other Retail Stores,Retail & Wholesale,$100 to $500 million (USD),0,59811 ,New York,NY,22.0,analyst,na
Assistant Business and Data Analyst,53 ,108,75736 ,3.8,Church Pension Group Services Corporation,"New York, NY",201 to 500 Employees,1917.0,Nonprofit Organization,Insurance Carriers,Insurance,$10 to $25 million (USD),0,75736 ,New York,NY,105.0,analyst,na
IT Data Analyst,62 ,100,81000 ,3.0,"DTRIC Insurance Company, Limited","Honolulu, HI",51 to 200 Employees,1992.0,Company - Public,Insurance Carriers,Insurance,$10 to $25 million (USD),0,81000 ,Honolulu,HI,30.0,analyst,na
Data Analyst,90 ,110,100000 ,4.6,Store Space Self Storage,"Greenwood Village, CO",201 to 500 Employees,2017.0,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,0,100000 ,Greenwood Village,CO,5.0,analyst,na
Jr. Data Analyst,34.00 ,36.00,35.00 ,4.9,Spartan Capital Group LLC,Remote,1 to 50 Employees,2018.0,Company - Private,Business Consulting,Management & Consulting,$1 to $5 million (USD),1,72800,Remote,Remote,4.0,analyst,junior
Cybersecurity Analyst II (Remote),100 ,180,140000 ,3.8,The Home Depot,"Atlanta, GA",10000+ Employees,1978.0,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),0,140000 ,Atlanta,GA,44.0,analyst,na
Administrative Assistant / Data Analyst Supporting the USPIS,26.92 ,26.92,26.92 ,3.3,FSA Federal,"New York, NY",1001 to 5000 Employees,2004.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),1,54080,New York,NY,18.0,analyst,na
Data Analyst (focus on PowerBI and DAX),80 ,100,90000 ,5.0,RSM Solutions Inc,Remote,1 to 50 Employees,,Contract,Business Consulting,Management & Consulting,Less than $1 million (USD),0,90000 ,Remote,Remote,,analyst,na
Data Analyst,45 ,83,61122 ,3.5,Aldi,"Batavia, IL",10000+ Employees,1976.0,Company - Private,Grocery Stores,Retail & Wholesale,Unknown / Non-Applicable,0,61122 ,Batavia,IL,46.0,analyst,na
Data Analyst I,43 ,76,56918 ,3.5,Centene Corporation,"Clayton, MO",10000+ Employees,1984.0,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),0,56918 ,Clayton,MO,38.0,analyst,na
Data Analyst (remote),60 ,80,70000 ,2.9,CarePoint Health,"Denver, CO",201 to 500 Employees,,Company - Private,Health Care Services & Hospitals,Healthcare,$5 to $10 million (USD),0,70000 ,Denver,CO,,analyst,na
Data Analyst,52 ,95,70327 ,3.6,Vanguard,"Malvern, PA",10000+ Employees,1975.0,Company - Private,Investment & Asset Management,Financial Services,Unknown / Non-Applicable,0,70327 ,Malvern,PA,47.0,analyst,na
Data Analyst I,44 ,87,61903 ,3.8,Astreya,"Denver, CO",1001 to 5000 Employees,2001.0,Company - Private,Information Technology Support Services,Information Technology,$50 to $100 million (USD),0,61903 ,Denver,CO,21.0,analyst,na
Junior Data Analyst,51 ,85,67909 ,,Professional Services,"Hackensack, NJ",,,,,,,0,67909 ,Hackensack,NJ,,analyst,junior
Data Analyst Supporting the FBI,25.29 ,25.29,25.29 ,3.3,FSA Federal,"Manassas, VA",1001 to 5000 Employees,2004.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),1,52000,Manassas,VA,18.0,analyst,na
Data Analyst,55 ,112,78511 ,3.8,"Disney Parks,Parks, Experiences and Products","New York, NY",10000+ Employees,1901.0,Subsidiary or Business Segment,Culture & Entertainment,"Arts, Entertainment & Recreation",$2 to $5 billion (USD),0,78511 ,New York,NY,121.0,analyst,na
Remote Data Manipulation Analyst,100 ,120,110000 ,4.1,Michael Page,"Bensalem, PA",201 to 500 Employees,,Company - Private,Security & Protective,Management & Consulting,Unknown / Non-Applicable,0,110000 ,Bensalem,PA,,analyst,na
Jr. Data Analyst,50 ,100,75000 ,4.4,Internal Data Resources,"Dallas, TX",201 to 500 Employees,1998.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),0,75000 ,Dallas,TX,24.0,analyst,junior
Data Analyst,59.00 ,59.00,59.00 ,4.0,Creative Circle,"Mountain View, CA",201 to 500 Employees,2002.0,Company - Public,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,1,122720,Mountain View,CA,20.0,analyst,na
Data Analyst,75 ,115,95000 ,,Delta Hire,Remote,Unknown,,Company - Private,,,Unknown / Non-Applicable,0,95000 ,Remote,Remote,,analyst,na
Data Analyst ($20 - $25/hour),20.00 ,25.00,22.50 ,3.3,Equity Staffing Group,Remote,501 to 1000 Employees,2009.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),1,45760,Remote,Remote,13.0,analyst,na
Data Analyst -,70 ,70,70000 ,3.9,AppleOne,"Delray Beach, FL",1001 to 5000 Employees,1964.0,Company - Private,HR Consulting,Human Resources & Staffing,$1 to $2 billion (USD),0,70000 ,Delray Beach,FL,58.0,analyst,na
Data Analyst needed! Start ASAP!,55 ,65,60000 ,4.1,Noor Staffing Group,"New York, NY",51 to 200 Employees,2015.0,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,0,60000 ,New York,NY,7.0,analyst,na
Junior Business Analyst,55 ,55,55000 ,3.8,Vaco,"East Lansing, MI",501 to 1000 Employees,2002.0,Company - Private,Business Consulting,Management & Consulting,$500 million to $1 billion (USD),0,55000 ,East Lansing,MI,20.0,analyst,junior
Statistical Data Analyst,50 ,61,55525 ,4.1,University of South Florida,"Tampa, FL",10000+ Employees,1956.0,College / University,Colleges & Universities,Education,$1 to $2 billion (USD),0,55525 ,Tampa,FL,66.0,analyst,na
Data Analyst - Tarrant County,30 ,69,45611 ,5.0,Tarrant County Homeless Coalition,"Fort Worth, TX",1 to 50 Employees,,Nonprofit Organization,,,Unknown / Non-Applicable,0,45611 ,Fort Worth,TX,,analyst,na
Management Program Analyst,84 ,109,96321 ,4.1,Centers for Disease Control and Prevention,"Atlanta, GA",10000+ Employees,1946.0,Government,National Agencies,Government & Public Administration,$2 to $5 billion (USD),0,96321 ,Atlanta,GA,76.0,analyst,na
Data Analyst - Merchandising (Remote),40 ,89,59811 ,3.8,CustomInk,"New York, NY",1001 to 5000 Employees,2000.0,Company - Private,Other Retail Stores,Retail & Wholesale,$100 to $500 million (USD),0,59811 ,New York,NY,22.0,analyst,na
Assistant Business and Data Analyst,53 ,108,75736 ,3.8,Church Pension Group Services Corporation,"New York, NY",201 to 500 Employees,1917.0,Nonprofit Organization,Insurance Carriers,Insurance,$10 to $25 million (USD),0,75736 ,New York,NY,105.0,analyst,na
IT Data Analyst,62 ,100,81000 ,3.0,"DTRIC Insurance Company, Limited","Honolulu, HI",51 to 200 Employees,1992.0,Company - Public,Insurance Carriers,Insurance,$10 to $25 million (USD),0,81000 ,Honolulu,HI,30.0,analyst,na
Data Analyst,90 ,110,100000 ,4.6,Store Space Self Storage,"Greenwood Village, CO",201 to 500 Employees,2017.0,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,0,100000 ,Greenwood Village,CO,5.0,analyst,na
Jr. Data Analyst,34.00 ,36.00,35.00 ,4.9,Spartan Capital Group LLC,Remote,1 to 50 Employees,2018.0,Company - Private,Business Consulting,Management & Consulting,$1 to $5 million (USD),1,72800,Remote,Remote,4.0,analyst,junior
Cybersecurity Analyst II (Remote),100 ,180,140000 ,3.8,The Home Depot,"Atlanta, GA",10000+ Employees,1978.0,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),0,140000 ,Atlanta,GA,44.0,analyst,na
Administrative Assistant / Data Analyst Supporting the USPIS,26.92 ,26.92,26.92 ,3.3,FSA Federal,"New York, NY",1001 to 5000 Employees,2004.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),1,54080,New York,NY,18.0,analyst,na
Data Analyst (focus on PowerBI and DAX),80 ,100,90000 ,5.0,RSM Solutions Inc,Remote,1 to 50 Employees,,Contract,Business Consulting,Management & Consulting,Less than $1 million (USD),0,90000 ,Remote,Remote,,analyst,na
Data Analyst,45 ,83,61122 ,3.5,Aldi,"Batavia, IL",10000+ Employees,1976.0,Company - Private,Grocery Stores,Retail & Wholesale,Unknown / Non-Applicable,0,61122 ,Batavia,IL,46.0,analyst,na
Data Analyst I,43 ,76,56918 ,3.5,Centene Corporation,"Clayton, MO",10000+ Employees,1984.0,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),0,56918 ,Clayton,MO,38.0,analyst,na
Data Analyst (remote),60 ,80,70000 ,2.9,CarePoint Health,"Denver, CO",201 to 500 Employees,,Company - Private,Health Care Services & Hospitals,Healthcare,$5 to $10 million (USD),0,70000 ,Denver,CO,,analyst,na
Data Analyst,52 ,95,70327 ,3.6,Vanguard,"Malvern, PA",10000+ Employees,1975.0,Company - Private,Investment & Asset Management,Financial Services,Unknown / Non-Applicable,0,70327 ,Malvern,PA,47.0,analyst,na
Data Analyst I,44 ,87,61903 ,3.8,Astreya,"Denver, CO",1001 to 5000 Employees,2001.0,Company - Private,Information Technology Support Services,Information Technology,$50 to $100 million (USD),0,61903 ,Denver,CO,21.0,analyst,na
